,title,glass,garnish,recipe,ingredients,raw_ingredients,cocktail_strength,sweet_t,sour_t,savory_t,bitter_t,cream_t,spicy_t,fruity_t
218,Black Nuts,4.4,,LAYER in chilled glass by carefully pouring ingredients in the following order.,"[['2.25 cl', 'Black sambuca liqueur'], ['2.25 cl', 'Hazelnut liqueur']]","[['2.25 cl', 'black sambuca liqueur'], ['2.25 cl', 'hazelnut liqueur']]",0.4499999999999999,0,0,0,0,0,0,0
219,Black Russian,20.7,Lemon slice & Luxardo Maraschino cherry on stick (sail),STIR all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Ketel One Vodka'], ['2.25 cl', 'Coffee liqueur']]","[['6 cl', 'vodka'], ['2.25 cl', 'coffee liqueur']]",0.4136363636363637,0,0,0,0,0,0,0
220,Black Velvet,24.0,None (unless drinking to celebrate St. Patrick's Day in which case consider a shamrock or mint leaf),Slowly POUR ingredients into chilled glass.,"[['7.5 cl', 'Stout beer'], ['7.5 cl', 'Brut Champagne']]","[['7.5 cl', 'stout beer'], ['7.5 cl', 'brut champagne']]",0.09,0,0,0,0,0,0,0
221,Black Widow,23.7,Liquorice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Giffard Fraise des Bois'], ['3 cl', 'Black sambuca liqueur'], ['3 cl', 'Coconut rum liqueur (35-40% alc./vol.)'], ['1.5 cl', 'Milk (semi-skimmed/2% fat)'], ['1.5 cl', 'Single cream / half-and-half']]","[['3 cl', 'giffard fraise des bois'], ['3 cl', 'black sambuca liqueur'], ['3 cl', 'coconut rum liqueur'], ['1.5 cl', 'milk'], ['1.5 cl', 'single cream / half-and-half']]",0.3675,0,0,0,0,0,0,0
222,Blackthorn (English),23.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rutte Sloe Gin'], ['3 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['3 dash', 'Orange Bitters by Angostura'], ['1.5 cl', 'Chilled water (omit if using wet ice)']]","[['4.5 cl', 'gin'], ['3 cl', 'gin'], ['2.25 cl', 'red vermouth'], ['3 dash', 'angostura'], ['1.5 cl', 'chilled water']]",0.1607692307692307,0,0,0,0,0,0,0
223,Blackthorn (Irish),17.75,Lemon zest twist,STIR first 4 ingredients with ice and strain into chilled glass. Dash absinthe into surface of drink and then stroke barspoon once through drink (rather than stir in).,"[['4.5 cl', 'Irish whiskey'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['2.25 cl', 'Martini Extra Dry vermouth'], ['2 dash', ""Boker's bitters""], ['3 dash', 'La Fée Parisienne absinthe']]","[['4.5 cl', 'irish whiskey'], ['2.25 cl', 'red vermouth'], ['2.25 cl', 'dry vermouth'], ['2 dash', ""boker's bitters""], ['3 dash', 'absinthe']]",0.4307142857142857,0,0,0,0,0,0,0
224,Blimey,20.7,Blackberries,"MUDDLE blackberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into glass filled with crushed ice. Serve with straws.","[['6 cl', 'Ketel One Vodka'], ['7 fresh', 'Blackberries'], ['3 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2.25 cl', 'Giffard Noir de Bourgogne Cassis']]","[['6 cl', 'vodka'], ['7 fresh', 'blackberries'], ['3 cl', 'lime juice'], ['0.5 cl', 'sugar syrup'], ['2.25 cl', 'giffard noir de bourgogne cassis']]",0.128,0,0,0,0,0,0,0
225,Bling! Bling!,4.4,,"MUDDLE raspberries in base of shaker. Add vodka, lime and sugar, SHAKE with ice and fine strain into glass. TOP with champagne.","[['7 fresh', 'Raspberries (fresh)'], ['1.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Brut Champagne']]","[['7 fresh', 'raspberries'], ['1.5 cl', 'vodka'], ['1.5 cl', 'lime juice'], ['0.75 cl', 'sugar syrup'], ['1.5 cl', 'brut champagne']]",0.0648979591836734,0,0,0,0,0,0,0
226,Blinker,17.75,Grapefruit zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['6 cl', 'Grapefruit juice (pink)'], ['1.5 cl', 'Giffard Grenadine syrup'], ['4 drop', ""Bob's Grapefruit Bitters""]]","[['4.5 cl', 'rye whiskey'], ['6 cl', 'grapefruit juice'], ['1.5 cl', 'giffard grenadine syrup'], ['4 drop', 'grapefruit bitters']]",0.2390625,0,0,0,0,0,0,0
227,Blood and Sand (Classic formula),17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2.25 cl', 'Cherry Heering cherry brandy liqueur'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['2.25 cl', 'Orange juice (freshly squeezed)']]","[['2.25 cl', 'scotch whisky'], ['2.25 cl', 'cherry brandy liqueur'], ['2.25 cl', 'red vermouth'], ['2.25 cl', 'orange juice']]",0.2724999999999999,0,0,0,0,0,0,0
228,Bloodhound #2,35.5,Lime wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['2.5 cl', 'Ketel One Vodka'], ['5 cl', 'Italian red bitter liqueur'], ['7.5 cl', 'Grapefruit juice (pink)']]","[['2.5 cl', 'vodka'], ['5 cl', 'italian red bitter liqueur'], ['7.5 cl', 'grapefruit juice']]",0.2166666666666666,0,0,0,0,0,0,0
229,Blood Orange Cocktail,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Italian red bitter liqueur'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['3 cl', 'Blood orange juice']]","[['4.5 cl', 'gin'], ['1.5 cl', 'italian red bitter liqueur'], ['1.5 cl', 'dry vermouth'], ['3 cl', 'blood orange juice']]",0.2542857142857143,0,0,0,0,0,0,0
230,Bloody Joseph,35.5,Celery stick,ROLL rather than shake all ingredients in a shaker with ice and fine strain into ice-filled glass.,"[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['12 cl', 'Tomato juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', 'Hot pepper sauce (red)'], ['4 dash', 'Worcestershire sauce'], ['1⁄2 spoon', 'Horseradish sauce'], ['2 pinch', 'Celery salt'], ['2 grind', 'Black pepper']]","[['6 cl', 'scotch whisky'], ['12 cl', 'tomato juice'], ['1.5 cl', 'lemon juice'], ['8 drop', 'hot pepper sauce'], ['4 dash', 'worcestershire sauce'], ['1⁄2 spoon', 'horseradish sauce'], ['2 pinch', 'celery salt'], ['2 grind', 'black pepper']]",0.075,0,0,0,0,0,0,0
231,Bloody Maria,35.5,Salt & pepper rim plus celery stick,ROLL rather than shake all ingredients in a shaker with ice and strain into ice-filled glass.,"[['6 cl', 'Patrón Reposado tequila'], ['12 cl', 'Tomato juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', 'Hot pepper sauce (red)'], ['4 dash', 'Worcestershire sauce'], ['1⁄2 spoon', 'Horseradish sauce'], ['1.5 cl', 'Tawny port'], ['2 pinch', 'Celery salt'], ['2 grind', 'Black pepper']]","[['6 cl', 'tequila'], ['12 cl', 'tomato juice'], ['1.5 cl', 'lemon juice'], ['8 drop', 'hot pepper sauce'], ['4 dash', 'worcestershire sauce'], ['1⁄2 spoon', 'horseradish sauce'], ['1.5 cl', 'tawny port'], ['2 pinch', 'celery salt'], ['2 grind', 'black pepper']]",0.064,0,0,0,0,0,0,0
232,Bloody Maru,35.5,Lemongrass,ROLL rather than shake all ingredients in a shaker with ice and fine strain into ice-filled glass.,"[['12 cl', 'Sake'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', 'Hot pepper sauce (red)'], ['4 dash', 'Worcestershire sauce'], ['2 pinch', 'Celery salt'], ['2 grind', 'Black pepper']]","[['12 cl', 'sake'], ['1.5 cl', 'lemon juice'], ['8 drop', 'hot pepper sauce'], ['4 dash', 'worcestershire sauce'], ['2 pinch', 'celery salt'], ['2 grind', 'black pepper']]",0.0610169491525423,0,0,0,0,0,0,0
233,Bloody Mary (Modern Recipe),35.5,Celery stick (optional salt & pepper rim),ROLL rather than shake all ingredients with ice and strain into ice-filled glass. (Use double frozen ice freshly from freezer to fill glass.),"[['6 cl', 'Ketel One Vodka'], ['12 cl', 'Tomato juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', 'Hot pepper sauce (red)'], ['4 dash', 'Worcestershire sauce'], ['2 grind', 'Black pepper'], ['1 pinch', 'Celery salt']]","[['6 cl', 'vodka'], ['12 cl', 'tomato juice'], ['1.5 cl', 'lemon juice'], ['8 drop', 'hot pepper sauce'], ['4 dash', 'worcestershire sauce'], ['2 grind', 'black pepper'], ['1 pinch', 'celery salt']]",0.0695652173913043,0,0,0,0,0,0,0
234,Bloody Shame (Non-alcoholic),35.5,Celery stick,ROLL rather than shake all ingredients in a shaker with ice and fine strain into ice-filled glass.,"[['15 cl', 'Tomato juice'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', 'Hot pepper sauce (red)'], ['4 dash', 'Worcestershire sauce'], ['1⁄2 spoon', 'Horseradish sauce'], ['2 pinch', 'Celery salt'], ['2 grind', 'Black pepper']]","[['15 cl', 'tomato juice'], ['1.5 cl', 'lemon juice'], ['8 drop', 'hot pepper sauce'], ['4 dash', 'worcestershire sauce'], ['1⁄2 spoon', 'horseradish sauce'], ['2 pinch', 'celery salt'], ['2 grind', 'black pepper']]",0.0,0,0,0,0,0,0,0
235,Blow Job,4.4,,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['1.5 cl', 'Grand Marnier or other cognac orange liqueur'], ['1.5 cl', 'Giffard Banane du Brésil liqueur'], ['1.5 cl', 'Coffee liqueur']]","[['1.5 cl', 'cognac'], ['1.5 cl', 'giffard banane du brésil liqueur'], ['1.5 cl', 'coffee liqueur']]",0.45,0,0,0,0,0,0,0
236,Blue Angel,23.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Giffard Parfait Amour liqueur'], ['2.25 cl', 'De Kuyper Blue Curaçao'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Single cream / half-and-half']]","[['2.25 cl', 'cognac'], ['2.25 cl', 'giffard parfait amour liqueur'], ['2.25 cl', 'de kuyper blue curaçao'], ['2.25 cl', 'lemon juice'], ['2.25 cl', 'single cream / half-and-half']]",0.2699999999999999,0,0,0,0,0,0,0
237,Blue Bird,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Rutte Dry Gin'], ['2.5 cl', 'De Kuyper Blue Curaçao'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Giffard Orgeat Syrup']]","[['5 cl', 'gin'], ['2.5 cl', 'de kuyper blue curaçao'], ['2 cl', 'lemon juice'], ['1 cl', 'giffard orgeat syrup']]",0.288095238095238,0,0,0,0,0,0,0
238,Blue Blazer,21.0,Lemon zest twist,"You will need a pair of large silver-plated tankards (blazer mugs) with handles. Preheat these with boiling water and warm the whisky. POUR the whisky into one tankard and fresh boiling water into the other. Ignite the whisky using a long match and while still blazing pour the whisky into the other tankard. Then mix ingredients by pouring them from one tankard to the other. The foolhardy increase the distance between the tankards as they pour, thus creating a spectacular long blue flame between the two. Extinguish flame by covering flaming tankard with base of the other tankard, pour into glass and sweeten to taste by stirring in powdered sugar.

WARNING - please practice with water first to perfect your method. Stand on a non-flammable floor and have suitable fire-fighting equipment nearby. The following recipe makes two drinks.","[['12 cl', ""Dewar's 12 Year Old Scotch whisky""], ['12 cl', 'Boiling water'], ['1 spoon', 'Powdered sugar (ground in mortar and pestle)']]","[['12 cl', 'scotch whisky'], ['12 cl', 'boiling water'], ['1 spoon', 'white sugar']]",0.216,0,0,0,0,0,0,0
239,Blue Champagne,24.0,,SHAKE first four ingredients with ice and strain into glass. TOP with champagne.,"[['2.25 cl', 'Ketel One Vodka'], ['0.5 cl', 'De Kuyper Triple Sec (40%)'], ['0.75 cl', 'De Kuyper Blue Curaçao'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['Top up with', 'Brut Champagne']]","[['2.25 cl', 'vodka'], ['0.5 cl', 'triple sec'], ['0.75 cl', 'de kuyper blue curaçao'], ['0.75 cl', 'lemon juice'], ['Top up with', 'brut champagne']]",0.289047619047619,0,0,0,0,0,0,0
240,Blue Cosmo,23.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Ketel One Vodka'], ['4.5 cl', 'Cranberry juice (sweetened) (white)'], ['2.25 cl', 'De Kuyper Blue Curaçao'], ['0.75 cl', 'Lime juice (freshly squeezed)']]","[['6 cl', 'vodka'], ['4.5 cl', 'cranberry juice'], ['2.25 cl', 'de kuyper blue curaçao'], ['0.75 cl', 'lime juice']]",0.2527777777777778,0,0,0,0,0,0,0
241,Blue Fin,23.7,Gummy Fish sweet,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Ketel One Vodka'], ['3 cl', 'Hpnotiq Tropical liqueur'], ['4.5 cl', 'Cranberry juice (sweetened) (white)']]","[['6 cl', 'vodka'], ['3 cl', 'hpnotiq tropical liqueur'], ['4.5 cl', 'cranberry juice']]",0.2777777777777778,0,0,0,0,0,0,0
242,Blue Hawaiian,59.1,Pineapple wedge & Luxardo Maraschino cherry,BLEND ingredients with 6oz scoop of crushed ice. Pour into glass and serve with straws.,"[['4.5 cl', 'Bacardi Carta Blanca light rum'], ['4 cl', 'De Kuyper Blue Curaçao'], ['3 cl', ""Cream of coconut (e.g. Coco Lopez, Re'al etc.)""], ['9 cl', 'Pineapple juice (fresh pressed)'], ['0.75 cl', 'Lime juice (freshly squeezed)']]","[['4.5 cl', 'white rum'], ['4 cl', 'de kuyper blue curaçao'], ['3 cl', 'cream of coconut'], ['9 cl', 'pineapple juice'], ['0.75 cl', 'lime juice']]",0.2054117647058823,0,0,0,0,0,0,0
243,Blue Heaven,35.5,Pineapple wedge & Luxardo Maraschino cherry,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Disaronno amaretto'], ['3 cl', 'De Kuyper Blue Curaçao'], ['1.5 cl', 'Lime cordial (sweetened lime juice)'], ['12 cl', 'Pineapple juice (fresh pressed)']]","[['6 cl', 'white rum'], ['1.5 cl', 'amaretto'], ['3 cl', 'de kuyper blue curaçao'], ['1.5 cl', 'lime cordial'], ['12 cl', 'pineapple juice']]",0.24375,0,0,0,0,0,0,0
244,Blue Kamikaze,4.4,,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['1.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'De Kuyper Blue Curaçao'], ['1.5 cl', 'Lime juice (freshly squeezed)']]","[['1.5 cl', 'vodka'], ['1.5 cl', 'de kuyper blue curaçao'], ['1.5 cl', 'lime juice']]",0.2833333333333334,0,0,0,0,0,0,0
245,Blue Lady,17.75,Express coin-sized orange zest twist and float in the centre of cocktail,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'De Kuyper Blue Curaçao'], ['3 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Pasteurised egg white']]","[['4.5 cl', 'de kuyper blue curaçao'], ['3 cl', 'gin'], ['2.25 cl', 'lemon juice'], ['1 cl', 'egg white']]",0.2944186046511628,0,0,0,0,0,0,0
246,Blue Lagoon,35.5,Orange slice & maraschino cherry,POUR first 3 ingredients into glass and STIR. Fill glass with ice and TOP with lemon-lime soda.,"[['3 cl', 'Ketel One Vodka'], ['3 cl', 'De Kuyper Blue Curaçao'], ['2 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Lemon-lime soda (Sprite/7-Up)']]","[['3 cl', 'vodka'], ['3 cl', 'de kuyper blue curaçao'], ['2 cl', 'lime juice'], ['Top up with', 'lemon-lime soda']]",0.2833333333333334,0,0,0,0,0,0,0
247,Blue Margarita,17.75,Lime slice,BLEND all ingredients with 6oz scoop crushed ice. Serve with straws.,"[['6 cl', 'Patrón Reposado tequila'], ['3 cl', 'De Kuyper Blue Curaçao'], ['3 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 cl', 'tequila'], ['3 cl', 'de kuyper blue curaçao'], ['3 cl', 'lime juice'], ['1.5 cl', 'sugar syrup']]",0.2777777777777778,0,0,0,0,0,0,0
248,Blue Monday,20.7,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Ketel One Citroen Vodka'], ['2.25 cl', 'De Kuyper Blue Curaçao'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['2 dash', 'Orange Bitters by Angostura']]","[['4.5 cl', 'vodka'], ['2.25 cl', 'de kuyper blue curaçao'], ['1.5 cl', 'triple sec'], ['1.5 cl', 'dry vermouth'], ['2 dash', 'angostura']]",0.3019148936170213,0,0,0,0,0,0,0
249,Blue Moon Cocktail (1940's recipe),17.75,Raspberries,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['1 cl', 'Crème de violette liqueur'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 cl', 'Pasteurised egg white']]","[['6 cl', 'gin'], ['1 cl', 'crème de violette liqueur'], ['1 cl', 'lemon juice'], ['0.5 cl', 'sugar syrup'], ['1 cl', 'egg white']]",0.2873684210526316,0,0,0,0,0,0,0
250,Blue Passion,20.7,Orange zest twist,"SHAKE all ingredients with ice and strain into glass filled with crushed ice. If serving over cubed ice use this recipe: 1½ light white rum, ¾ blue curaçao, ¾ lime juice and ½ sugar syrup.","[['3 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'De Kuyper Blue Curaçao'], ['5.25 cl', 'Lime juice (freshly squeezed)'], ['3 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['3 cl', 'white rum'], ['3 cl', 'de kuyper blue curaçao'], ['5.25 cl', 'lime juice'], ['3 cl', 'sugar syrup']]",0.2147368421052631,0,0,0,0,0,0,0
251,Blue Riband,17.75,Luxardo Maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['2.25 cl', 'De Kuyper Triple Sec (40%)'], ['2.25 cl', 'De Kuyper Blue Curaçao']]","[['4.5 cl', 'gin'], ['2.25 cl', 'triple sec'], ['2.25 cl', 'de kuyper blue curaçao']]",0.3775,0,0,0,0,0,0,0
252,Blue Star,17.75,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Rutte Dry Gin'], ['3 cl', 'De Kuyper Blue Curaçao'], ['1.5 cl', 'Lillet Blanc (or other aromatized wine)'], ['1.5 cl', 'Orange juice (freshly squeezed)']]","[['3 cl', 'gin'], ['3 cl', 'de kuyper blue curaçao'], ['1.5 cl', 'lillet blanc'], ['1.5 cl', 'orange juice']]",0.2766666666666666,0,0,0,0,0,0,0
253,Blue Velvet Margarita,17.75,Lime wedge on rim,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Patrón Reposado tequila'], ['1.25 cl', 'De Kuyper Triple Sec (40%)'], ['1.25 cl', 'De Kuyper Blue Curaçao'], ['2.5 cl', 'Lime juice (freshly squeezed)']]","[['5 cl', 'tequila'], ['1.25 cl', 'triple sec'], ['1.25 cl', 'de kuyper blue curaçao'], ['2.5 cl', 'lime juice']]",0.29375,0,0,0,0,0,0,0
254,Blue Wave,59.1,Pineapple wedge,SHAKE ingredients with ice and strain into ice-filled glass.,"[['3 cl', 'Rutte Dry Gin'], ['3 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'De Kuyper Blue Curaçao'], ['9 cl', 'Pineapple juice (fresh pressed)'], ['5.25 cl', 'Lime juice (freshly squeezed)'], ['2.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['3 cl', 'gin'], ['3 cl', 'white rum'], ['1.5 cl', 'de kuyper blue curaçao'], ['9 cl', 'pineapple juice'], ['5.25 cl', 'lime juice'], ['2.25 cl', 'sugar syrup']]",0.146875,0,0,0,0,0,0,0
255,Blueberry Daiquiri,23.7,Blueberries,"MUDDLE blueberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['20 fresh', 'Blueberries (fresh)'], ['6 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Giffard Crème de Myrtille liqueur'], ['0.75 cl', 'Lime juice (freshly squeezed)']]","[['20 fresh', 'blueberries'], ['6 cl', 'white rum'], ['1.5 cl', 'giffard crème de myrtille liqueur'], ['0.75 cl', 'lime juice']]",0.1449557522123893,0,0,0,0,0,0,0
256,Blueberry Martini,23.7,3 blueberries on stick,"MUDDLE blueberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['8 fresh', 'Blueberries (fresh)'], ['4.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Giffard Crème de Myrtille liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['8 fresh', 'blueberries'], ['4.5 cl', 'vodka'], ['1.5 cl', 'giffard crème de myrtille liqueur'], ['1.5 cl', 'lime juice'], ['0.75 cl', 'sugar syrup']]",0.1523076923076923,0,0,0,0,0,0,0
257,Blueberry Cocktail,23.7,Blueberries,"MUDDLE blueberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['24 fresh', 'Blueberries (fresh)'], ['6 cl', 'Ketel One Vodka'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2.25 cl', 'Sauvignon blanc wine']]","[['24 fresh', 'blueberries'], ['6 cl', 'vodka'], ['0.75 cl', 'sugar syrup'], ['2.25 cl', 'sauvignon blanc wine']]",0.0843181818181818,0,0,0,0,0,0,0
258,Blueberry Tea,35.5,Lemon wedge & cinnamon stick,"POUR first two ingredients into glass, top up with tea and stir.","[['2.25 cl', 'Disaronno amaretto'], ['2.25 cl', 'Grand Marnier or other cognac orange liqueur'], ['Top up with', 'Breakfast tea (hot)']]","[['2.25 cl', 'amaretto'], ['2.25 cl', 'cognac'], ['Top up with', 'breakfast tea']]",0.3068181818181818,0,0,0,0,0,0,0
259,Blush Martini,23.7,Dust with cinnamon powder,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Ketel One Vodka'], ['2.25 cl', 'Giffard Vanille de Madagascar'], ['1.5 cl', 'Disaronno amaretto'], ['2 cl', 'Cranberry juice (sweetened)'], ['3.5 cl', 'Single cream / half-and-half']]","[['3 cl', 'vodka'], ['2.25 cl', 'giffard vanille de madagascar'], ['1.5 cl', 'amaretto'], ['2 cl', 'cranberry juice'], ['3.5 cl', 'single cream / half-and-half']]",0.1346938775510204,0,0,0,0,0,0,0
